Tipo;Orgao;DataCriacao;Assunto;Subdivisao;Situacao;Logradouro;Bairro;Regional;DataResposta;Origem;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Obstrução do passeio;Aberto;Rua Elías Joaquim;PILARZINHO;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Obstrução do passeio;Aberto;Rio Araguari;BAIRRO ALTO;Unidade Regional Boa Vista;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Fiscalização de construção/reconstrução de passeio;Aberto;Rua Mathias Valesco;SANTA CANDIDA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Passeio;Obstrução do passeio;Aberto;Rua Dalila Lopes Costa;UBERABA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Reinaldo Rodrigues Lima;CAJURU;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza – dengue;Aberto;Governador Agamenon Magalhães;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Benedito Guil;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Praças;Conservação;Aberto;Rua Izaac Ferreira da Cruz;PINHEIRINHO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Praças;Conservação;Aberto;RUA LOTHARIO BOUTIN;PINHEIRINHO;Unidade Regional Pinheirinho;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Parques;Conservação;Aberto;PARQUE BARIGUI;SANTO INACIO;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Parques;Conservação;Aberto;PARQUE BARIGUI;SANTO INACIO;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização do comércio ambulante;Comércio de produtos não licenciados em via pública;Aberto;RUA PINTOR RICARDO KRIEGER;ATUBA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Maria Rosa - Guerreira Do Contestado;HUGO LANGE;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de terrenos baldios ou edificados;Limpeza;Aberto;Rua Prefeito Ângelo Lopes;HUGO LANGE;Unidade Regional Matriz;;Mobile;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Diurna;Aberto;Professor Zildo Manoel da Cruz;PORTAO;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Atmosférica;Aberto;RUA ITACOLOMI;PORTAO;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Atmosférica;Aberto;RUA ELZA NOGAROLI DE SOUZA;CIDADE INDUSTRIAL;Unidade Regional CIC;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA JORGE DANIEL CORDEIRO;XAXIM;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA JOÃO BIENTINEZ;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;AVENIDA COMENDADOR FRANCO;UBERABA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;Rua José Risseto;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Telefone;
Denúncia;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;Desembargador Motta;AGUA VERDE;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA ANDRÉ KLUG;BARREIRINHA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA CAPITÃO QAO MILTON STRICKER;CAMPO DE SANTANA;Unidade Regional Tatuquara;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;Rua Martim Afonso;BIGORRILHO;Unidade Regional Matriz;;Chat;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA ANTÔNIO ESCORSIN;SAO BRAZ;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA COSTA RICA;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Reclamação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;Jaime Reis;SAO FRANCISCO;Unidade Regional Matriz;;Portal;
Denúncia;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;Desembargador Motta;AGUA VERDE;Unidade Regional Portao;;Portal;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA DOUTOR JOÃO DE PAULA MOURA BRITO;UBERABA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA GERÔNIMO MURARO;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;AVENIDA PREFEITO MAURÍCIO FRUET;CAJURU;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA JOSE WOSCH SOBRINHO;TINGUI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Poluição;Sonora - Noturna;Aberto;RUA ERNESTO EDMUNDO WEIGERT;BACACHERI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO;01/01/2025;Proteção ao cidadão - GM;Solicitação de maior segurança;Aberto;RUA MERCURIO;SITIO CERCADO;Unidade Regional Bairro Novo;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO URBANISMO;01/01/2025;Fiscalização de obras;Alvará de construção;Aberto;Camões;CRISTO REI;Unidade Regional Matriz;;Portal;
Reclamação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Posto de saúde;Agendamento de Consulta Especializada / SADT;Aberto;RUA BOCAIUVA;SANTA QUITERIA;Unidade Regional Portao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Rua Palmeiras;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;Rua Alcebíades Plaisant;AGUA VERDE;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Vigilância em saúde ambiental;Inspeção/Orientação - Mosquito da dengue;Aberto;RUA ISAÍAS RÉGIS DE MIRANDA;HAUER;Unidade Regional Boqueirao;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Fauna sinantrópica;Morcegos;Aberto;Rua Arcésio Correia Lima;ATUBA;Unidade Regional Boa Vista;;Chat;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Fauna sinantrópica;Morcegos;Aberto;Avenida Marechal Floriano Peixoto;REBOUCAS;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Fauna sinantrópica;Risco para Leptospirose/ Roedores em bueiro;Aberto;Rua Oswaldo Francisco Goelzer;UBERABA;Unidade Regional Cajuru;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA SAÚDE;01/01/2025;Fauna sinantrópica;Risco para Leptospirose/ Roedores em bueiro;Aberto;RUA CALIXTO DE JESUS;TINGUI;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Fiscalização de saneamento;Vazamento de esgoto;Aberto;AVENIDA VISCONDE DE GUARAPUAVA;ALTO DA RUA XV;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Fiscalização de saneamento;Vazamento de esgoto;Aberto;RUA DOUTOR PEDROSA;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Cartão transporte;Cartão débito/crédito;Aberto;Guglielmo Marconi;BAIRRO ALTO;Unidade Regional Boa Vista;;Portal;
Solicitação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Cartão transporte;Geral;Aberto;Rua Vergílio Avanci;TATUQUARA;Unidade Regional Tatuquara;;Chat;
Reclamação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Motoristas de ônibus;Adiantar ou atrasar horário durante a operação;Aberto;RUA OSIRES PAIXÃO GONÇALVES;SANTA FELICIDADE;Unidade Regional Santa Felicidade;;Telefone;
Reclamação;URBANIZAÇÃO DE CURITIBA;01/01/2025;Motoristas de ônibus;Adiantar ou atrasar horário durante a operação;Aberto;PRAÇA TIRADENTES;CENTRO;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Maurício Thá;UBERABA;Unidade Regional Cajuru;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Isaac Guelmann;NOVO MUNDO;Unidade Regional Pinheirinho;01/01/2025;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Presidente Wenceslau Braz;PAROLIN;Unidade Regional Portao;01/01/2025;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;João Bonat;NOVO MUNDO;Unidade Regional Pinheirinho;01/01/2025;Portal;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Marginal Avenida Linha Verde;CAPAO DA IMBUIA;Unidade Regional Cajuru;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Caja Manga;UBERABA;Unidade Regional Cajuru;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Aberto;Rua Dr Leonidas Do A Ferreira;CRISTO REI;Unidade Regional Matriz;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;RUA DOUTOR ALUÍZIO FRANÇA;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Doutor Carlos de Carvalho;CENTRO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Vicente Machado;CENTRO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Bispo Dom Jose;BATEL;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;RUA ROSA NEUMANN;CAMPINA DO SIQUEIRA;Unidade Regional Santa Felicidade;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Aberto;Rua Clóvis Beviláqua;CABRAL;Unidade Regional Matriz;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;RUA FREI EURICO DE MELLO;CIDADE INDUSTRIAL;Unidade Regional CIC;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Dante Luiz Júnior;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Travessa João Turin;AGUA VERDE;Unidade Regional Portao;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Rodolpho Senff Júnior;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Professor Luiz Anibal Calderari;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Rua Professor Luiz Anibal Calderari;CAPAO RASO;Unidade Regional Pinheirinho;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;RUA LORICEIA ANTONELLO;CIDADE INDUSTRIAL;Unidade Regional CIC;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Rua da Glória;CENTRO CIVICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Avenida Cândido de Abreu;CENTRO CIVICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Concluído;Bruno Filgueira;BIGORRILHO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;AVENIDA PREFEITO ERASTO GAERTNER;BACACHERI;Unidade Regional Boa Vista;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;Avenida Cândido de Abreu;CENTRO CIVICO;Unidade Regional Matriz;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de estacionamento irregular;Respondido;RUA DESEMBARGADOR MOTTA;AGUA VERDE;Unidade Regional Portao;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de bloqueio de pista;Aberto;Rua Lamenha Lins;PAROLIN;Unidade Regional Portao;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização de bloqueio de pista;Respondido;Rua Maestro Carlos Frank;BOQUEIRAO;Unidade Regional Boqueirao;01/01/2025;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização imediata;Respondido;RUA MARECHAL DEODORO;ALTO DA RUA XV;Unidade Regional Matriz;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização imediata;Respondido;AVENIDA CÂNDIDO HARTMANN;SANTO INACIO;Unidade Regional Santa Felicidade;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Fiscalização imediata;Respondido;PARQUE BARIGUI;SANTO INACIO;Unidade Regional Santa Felicidade;01/01/2025;Telefone;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Veículo abandonado;Aberto;Rua Governador Agamenon Magalhães;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Veículo abandonado;Aberto;Marginal Avenida Linha Verde;CAPAO DA IMBUIA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Veículo abandonado;Aberto;Rua Henrique Mehl;UBERABA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Trânsito;Veículo abandonado;Aberto;Rua Aviador Armin Buhrer;UBERABA;Unidade Regional Cajuru;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DE TRÂNSITO;01/01/2025;Semáforo;Manutenção;Aberto;Avenida Paraná;BOA VISTA;Unidade Regional Boa Vista;;Mobile;
Solicitação;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;01/01/2025;Praças;Implantação de equipamentos;Aberto;PRAÇA ANNA MAURER RUTZ;BOA VISTA;Unidade Regional Boa Vista;;Telefone;
Solicitação;SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO;01/01/2025;Segurança de edificações e imóveis;Estruturas;Aberto;RUA WENCESLAU TEIXEIRA ALVES;CAJURU;Unidade Regional Cajuru;;Telefone;
